CountyDesc,ProgramGroupYear,FnsReportDate,order,ProgramCode,Name,CDSCode,SiteName,MealTypeCode,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416048268,FAIRMEADOW ELEMENTARY,NSLP_LUNCH,212,122,"1,349","1,683"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696414332904,Henry M. Gunn High                                              ,NSLP_BREAKFAST,291,85,340,716
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696414332904,Henry M. Gunn High                                              ,NSLP_LUNCH,396,130,"2,070","2,596"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416048201,Herbert Hoover Elementary                                       ,NSLP_LUNCH,205,28,"1,142","1,375"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416060081,JANE LATHROP STANFORD MIDDLE,NSLP_BREAKFAST,143,40,365,548
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416060081,JANE LATHROP STANFORD MIDDLE,NSLP_LUNCH,217,140,"2,003","2,360"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416048326,JUANA BRIONES ELEMENTARY,NSLP_LUNCH,333,54,623,"1,010"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416068241,Lucille M. Nixon Elementary                                     ,NSLP_LUNCH,214,145,"1,041","1,400"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416048243,OHLONE ELEMENTARY,NSLP_LUNCH,48,24,"1,464","1,536"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696414335782,Palo Alto High                                                  ,NSLP_BREAKFAST_SEVERENEED,185,24,85,294
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696414335782,Palo Alto High                                                  ,NSLP_LUNCH,287,113,414,814
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416048359,PALO VERDE ELEMENTARY,NSLP_LUNCH,126,47,994,"1,167"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416118707,TERMAN MIDDLE,NSLP_BREAKFAST,234,79,404,717
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416118707,TERMAN MIDDLE,NSLP_LUNCH,200,59,"1,125","1,384"
SANTA CLARA,2017,Dec 2016,6,NSLP,Palo Alto Unified School District,43696416048409,WALTER HAYS ELEMENTARY,NSLP_LUNCH,235,68,"1,330","1,633"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390125781,Rocketship Academy Brilliant Minds                              ,NSLP_BREAKFAST_SEVERENEED,"5,062","1,350","1,399","7,811"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390125781,Rocketship Academy Brilliant Minds                              ,NSLP_LUNCH,"3,984","1,010",757,"5,751"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390125799,Rocketship Alma Academy,NSLP_BREAKFAST_SEVERENEED,"4,875",707,930,"6,512"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390125799,Rocketship Alma Academy,NSLP_LUNCH,"4,346",546,598,"5,490"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390123281,Rocketship Discovery Prep                                       ,NSLP_BREAKFAST_SEVERENEED,"4,451",892,"1,001","6,344"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390123281,Rocketship Discovery Prep                                       ,NSLP_LUNCH,"3,473",685,415,"4,573"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390131110,Rocketship Fuerza Community Prep,NSLP_BREAKFAST_SEVERENEED,"5,487","1,027","1,879","8,393"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390131110,Rocketship Fuerza Community Prep,NSLP_LUNCH,"4,205",773,968,"5,946"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,07770240134072,Rocketship Futuro Academy,NSLP_BREAKFAST,960,231,312,"1,503"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,07770240134072,Rocketship Futuro Academy,NSLP_LUNCH,812,185,158,"1,155"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390120642,Rocketship Los Suenos Academy,NSLP_BREAKFAST_SEVERENEED,"4,810",873,921,"6,604"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390120642,Rocketship Los Suenos Academy,NSLP_LUNCH,"4,215",774,477,"5,466"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390113704,Rocketship Mateo Sheedy Elementary,NSLP_BREAKFAST_SEVERENEED,"5,416","1,256","1,007","7,679"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390113704,Rocketship Mateo Sheedy Elementary,NSLP_LUNCH,"4,273","1,018",370,"5,661"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43694500123299,Rocketship Mosaic Elementary,NSLP_BREAKFAST_SEVERENEED,"4,903","1,332","1,553","7,788"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43694500123299,Rocketship Mosaic Elementary,NSLP_LUNCH,"3,846","1,022",839,"5,707"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,41690050132076,Rocketship Redwood City,NSLP_BREAKFAST,"2,329",817,599,"3,745"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,41690050132076,Rocketship Redwood City,NSLP_LUNCH,"1,807",594,161,"2,562"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390133496,Rocketship Rising Stars                                         ,NSLP_BREAKFAST,"3,131",879,"1,607","5,617"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390133496,Rocketship Rising Stars                                         ,NSLP_LUNCH,"2,825",712,"1,137","4,674"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390119024,Rocketship Si Se Puede Academy                                  ,NSLP_BREAKFAST_SEVERENEED,"4,642",981,835,"6,458"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43104390119024,Rocketship Si Se Puede Academy                                  ,NSLP_LUNCH,"3,848",690,411,"4,949"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43694500128108,Rocketship Spark Academy                                        ,NSLP_BREAKFAST_SEVERENEED,"3,979","1,442","2,187","7,608"
SANTA CLARA,2017,Dec 2016,6,NSLP,Rocketship Education,43694500128108,Rocketship Spark Academy                                        ,NSLP_LUNCH,"3,492","1,201","1,581","6,274"
SANTA CLARA,2017,Dec 2016,6,NSLP,Sacred Heart Nativity School,43696667104110,Sacred Heart Nativity School,NSLP_BREAKFAST_SEVERENEED,825,270,109,"1,204"
SANTA CLARA,2017,Dec 2016,6,NSLP,Sacred Heart Nativity School,43696667104110,Sacred Heart Nativity School,NSLP_LUNCH,737,243,94,"1,074"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664333795,Abraham Lincoln High                                            ,NSLP_BREAKFAST_SEVERENEED,"4,069",823,324,"5,216"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664333795,Abraham Lincoln High                                            ,NSLP_LUNCH,"5,621","1,117",846,"7,584"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048417,ALLEN AT STEINBECK,NSLP_BREAKFAST_SEVERENEED,"1,887",296,134,"2,317"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048417,ALLEN AT STEINBECK,NSLP_LUNCH,"4,573","1,156","1,146","6,875"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048425,ALMADEN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,450",324,125,"1,899"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048425,ALMADEN ELEMENTARY,NSLP_LUNCH,"2,982",632,432,"4,046"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048433,ANNE DARLING ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,999",481,172,"2,652"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048433,ANNE DARLING ELEMENTARY,NSLP_LUNCH,"4,129",796,632,"5,557"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048730,Bachrodt Charter Academy                                        ,NSLP_BREAKFAST_SEVERENEED,"1,561",262,124,"1,947"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048730,Bachrodt Charter Academy                                        ,NSLP_LUNCH,"4,555",901,"1,325","6,781"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048474,BOOKSIN ELEMENTARY,NSLP_BREAKFAST,129,21,61,211
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048474,BOOKSIN ELEMENTARY,NSLP_LUNCH,549,232,"2,294","3,075"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666060099,Bret Harte Middle                                               ,NSLP_BREAKFAST,609,192,317,"1,118"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666060099,Bret Harte Middle                                               ,NSLP_LUNCH,811,319,"2,221","3,351"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664332110,BROADWAY HIGH,NSLP_BREAKFAST_SEVERENEED,577,70,11,658
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664332110,BROADWAY HIGH,NSLP_LUNCH,601,80,42,723
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048490,Canoas Elementary                                               ,NSLP_BREAKFAST_SEVERENEED,"1,941",252,249,"2,442"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048490,Canoas Elementary                                               ,NSLP_LUNCH,"2,774",388,497,"3,659"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666095418,Castillero Middle                                               ,NSLP_BREAKFAST_SEVERENEED,"1,363",259,350,"1,972"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666095418,Castillero Middle                                               ,NSLP_LUNCH,"2,390",624,"2,141","5,155"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048516,EMPIRE GARDENS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,078",337,191,"2,606"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048516,EMPIRE GARDENS ELEMENTARY,NSLP_LUNCH,"3,486",671,263,"4,420"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666119010,Ernesto Galarza Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,"1,794",311,322,"2,427"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666119010,Ernesto Galarza Elementary                                      ,NSLP_LUNCH,"5,276","1,015","1,897","8,188"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048532,GARDNER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,414",325,129,"1,868"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048532,GARDNER ELEMENTARY,NSLP_LUNCH,"3,336",665,520,"4,521"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048540,GRANT ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,152",485,202,"2,839"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048540,GRANT ELEMENTARY,NSLP_LUNCH,"4,985",954,783,"6,722"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666093082,GRAYSTONE ELEMENTARY,NSLP_LUNCH,437,42,"2,897","3,376"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664330080,GUNDERSON HIGH,NSLP_BREAKFAST_SEVERENEED,"2,916",520,337,"3,773"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664330080,GUNDERSON HIGH,NSLP_LUNCH,"4,670","1,039","1,120","6,829"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048722,Hacienda Science/Environmental Magnet                           ,NSLP_BREAKFAST_SEVERENEED,683,235,178,"1,096"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048722,Hacienda Science/Environmental Magnet                           ,NSLP_LUNCH,"1,741",644,"1,455","3,840"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666062111,Herbert Hoover Middle                                           ,NSLP_BREAKFAST_SEVERENEED,"3,157",450,293,"3,900"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666062111,Herbert Hoover Middle                                           ,NSLP_LUNCH,"4,199",687,625,"5,511"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048599,HORACE MANN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,254",257,275,"2,786"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048599,HORACE MANN ELEMENTARY,NSLP_LUNCH,"3,916",470,762,"5,148"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666060115,John Muir Middle                                                ,NSLP_BREAKFAST_SEVERENEED,"1,783",199,261,"2,243"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666060115,John Muir Middle                                                ,NSLP_LUNCH,"4,831","1,085","2,123","8,039"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664333522,LELAND HIGH,NSLP_BREAKFAST,544,51,733,"1,328"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664333522,LELAND HIGH,NSLP_LUNCH,838,82,"3,072","3,992"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664330502,Liberty High (Alternative),NSLP_LUNCH,237,34,72,343
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666093074,LOS ALAMITOS ELEMENTARY,NSLP_LUNCH,750,142,"2,696","3,588"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048649,LOWELL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,999",376,184,"2,559"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048649,LOWELL ELEMENTARY,NSLP_LUNCH,"3,241",509,300,"4,050"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048656,Merritt Trace Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,"2,367",434,501,"3,302"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048656,Merritt Trace Elementary                                        ,NSLP_LUNCH,"5,246",882,"1,313","7,441"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666062103,Peter Burnett Middle                                            ,NSLP_BREAKFAST_SEVERENEED,"3,309",493,256,"4,058"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666062103,Peter Burnett Middle                                            ,NSLP_LUNCH,"4,579",779,409,"5,767"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664335949,PIONEER HIGH,NSLP_BREAKFAST_SEVERENEED,"1,993",469,646,"3,108"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664335949,PIONEER HIGH,NSLP_LUNCH,"2,713",847,"1,764","5,324"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666093090,Rachel Carson Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,692,152,407,"1,251"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666093090,Rachel Carson Elementary                                        ,NSLP_LUNCH,986,251,930,"2,167"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048664,REED ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,501,81,132,714
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048664,REED ELEMENTARY,NSLP_LUNCH,"1,000",232,"1,225","2,457"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048672,River Glen                                                      ,NSLP_BREAKFAST_SEVERENEED,356,80,24,460
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048672,River Glen                                                      ,NSLP_LUNCH,"1,675",694,877,"3,246"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664330478,San Jose High Academy Plus                                      ,NSLP_BREAKFAST_SEVERENEED,"5,113",798,216,"6,127"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664330478,San Jose High Academy Plus                                      ,NSLP_LUNCH,"5,368",927,370,"6,665"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048680,SCHALLENBERGER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,656,146,159,961
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048680,SCHALLENBERGER ELEMENTARY,NSLP_LUNCH,"1,465",380,"1,911","3,756"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048698,Selma Olinder Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,"1,984",270,321,"2,575"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048698,Selma Olinder Elementary                                        ,NSLP_LUNCH,"4,058",611,443,"5,112"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048706,SIMONDS ELEMENTARY,NSLP_LUNCH,274,177,"3,106","3,557"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048714,TERRELL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,081",167,83,"1,331"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048714,TERRELL ELEMENTARY,NSLP_LUNCH,"2,350",546,"1,195","4,091"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048748,WASHINGTON ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"3,624",310,74,"4,008"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048748,WASHINGTON ELEMENTARY,NSLP_LUNCH,"6,505",709,183,"7,397"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048755,WILLIAMS ELEMENTARY,NSLP_LUNCH,289,30,"2,281","2,600"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048763,WILLOW GLEN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,610",296,521,"2,427"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666048763,WILLOW GLEN ELEMENTARY,NSLP_LUNCH,"2,884",534,"1,818","5,236"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664338950,WILLOW GLEN HIGH,NSLP_BREAKFAST_SEVERENEED,"2,761",301,365,"3,427"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696664338950,WILLOW GLEN HIGH,NSLP_LUNCH,"4,481",660,"1,152","6,293"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666060107,Willow Glen Middle                                              ,NSLP_BREAKFAST_SEVERENEED,"1,261",130,122,"1,513"
SANTA CLARA,2017,Dec 2016,6,NSLP,San Jose Unified School District,43696666060107,Willow Glen Middle                                              ,NSLP_LUNCH,"3,345",763,"1,368","5,476"
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA CO PROBATION,,JAMES BOYS RANCH,NSLP_BREAKFAST_SEVERENEED,812,,,812
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA CO PROBATION,,JAMES BOYS RANCH,NSLP_LUNCH,767,,,767
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA CO PROBATION,,JUVENILE HALL,NSLP_BREAKFAST_SEVERENEED,"2,396",,,"2,396"
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA CO PROBATION,,JUVENILE HALL,NSLP_LUNCH,"2,336",,,"2,336"
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Della maggiore,NSLP_LUNCH,66,0,10,76
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Edge Community Day School,NSLP_BREAKFAST_SEVERENEED,110,24,39,173
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Edge Community Day School,NSLP_LUNCH,110,24,39,173
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Gateway School,NSLP_LUNCH,135,29,21,185
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Hester School,NSLP_LUNCH,441,66,94,601
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Odyssey Community,NSLP_BREAKFAST_SEVERENEED,38,3,21,62
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Odyssey Community,NSLP_LUNCH,113,5,50,168
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Seven Trees Educational Center,NSLP_LUNCH,175,23,19,217
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Snell Community School,NSLP_BREAKFAST_SEVERENEED,196,36,79,311
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Snell Community School,NSLP_LUNCH,262,41,104,407
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Sunol,NSLP_BREAKFAST_SEVERENEED,196,24,17,237
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Sunol,NSLP_LUNCH,196,24,17,237
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Walden West,NSLP_BREAKFAST,128,44,"1,171","1,343"
SANTA CLARA,2017,Dec 2016,6,NSLP,SANTA CLARA COE,,Walden West,NSLP_LUNCH,128,44,"1,171","1,343"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696744338802,Adrian Wilcox High                                              ,NSLP_BREAKFAST_SEVERENEED,"2,807",764,956,"4,527"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696744338802,Adrian Wilcox High                                              ,NSLP_LUNCH,"5,049","1,853","4,711","11,613"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048797,BOWERS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,179",291,258,"1,728"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048797,BOWERS ELEMENTARY,NSLP_LUNCH,"1,917",449,664,"3,030"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048805,BRACHER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,906,369,237,"1,512"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048805,BRACHER ELEMENTARY,NSLP_LUNCH,"1,739",608,"1,322","3,669"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048813,BRALY ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,481,108,128,717
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048813,BRALY ELEMENTARY,NSLP_LUNCH,"1,089",367,"1,257","2,713"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048821,BRIARWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,669,136,130,935
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048821,BRIARWOOD ELEMENTARY,NSLP_LUNCH,"2,167",305,"1,010","3,482"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746101752,Buchser Middle                                                  ,NSLP_BREAKFAST_SEVERENEED,"1,279",359,457,"2,095"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746101752,Buchser Middle                                                  ,NSLP_LUNCH,"3,135",856,"2,578","6,569"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048847,C. W. Haman Elementary                                          ,NSLP_BREAKFAST_SEVERENEED,371,72,69,512
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048847,C. W. Haman Elementary                                          ,NSLP_LUNCH,"1,125",347,"1,089","2,561"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696740133363,Central Park Elementary,NSLP_LUNCH,202,110,898,"1,210"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696740110700,DON CALLEJON,NSLP_BREAKFAST_SEVERENEED,"1,540",411,581,"2,532"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696740110700,DON CALLEJON,NSLP_LUNCH,"2,271",620,"2,897","5,788"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048870,GEORGE MAYNE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,217",443,228,"1,888"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048870,GEORGE MAYNE ELEMENTARY,NSLP_LUNCH,"3,283",934,"1,529","5,746"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048854,Juan Cabrillo Middle                                            ,NSLP_BREAKFAST_SEVERENEED,"1,661",584,579,"2,824"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048854,Juan Cabrillo Middle                                            ,NSLP_LUNCH,"3,467","1,293","2,642","7,402"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048896,Kathryn Hughes Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,836,186,174,"1,196"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048896,Kathryn Hughes Elementary                                       ,NSLP_LUNCH,"1,743",557,"1,581","3,881"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048904,LAURELWOOD ELEMENTARY,NSLP_BREAKFAST,117,71,228,416
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048904,LAURELWOOD ELEMENTARY,NSLP_LUNCH,346,200,"2,692","3,238"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746101760,Marian A. Peterson Middle                                       ,NSLP_BREAKFAST_SEVERENEED,682,211,490,"1,383"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746101760,Marian A. Peterson Middle                                       ,NSLP_LUNCH,"1,574",566,"3,611","5,751"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048920,MILLIKIN ELEMENTARY,NSLP_LUNCH,67,39,"3,034","3,140"
SANTA CLARA,2017,Dec 2016,6,NSLP,Santa Clara Unified School District,43696746048938,MONTAGUE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,628,189,258,"1,075"
